Subject,Trial,Response,Condition,Hit,FA,Sex,CtryCode,Country,UniqSub,LaughFile,LangCode,EngFluency,MM,MM_Eng,Education,GenderSeg,CommScale,EconMode
31,36,0,0,1,0,1,3,India,3031,L502-1,1,4,5,3,3,2,4,5
32,1,1,1,1,0,1,3,India,3032,C10 P2 17,1,4,5,3,3,2,4,5
32,2,0,1,0,0,1,3,India,3032,C2 P1 3,1,4,5,3,3,2,4,5
32,3,1,1,1,0,1,3,India,3032,C2 P2 6,1,4,5,3,3,2,4,5
32,4,1,1,1,0,1,3,India,3032,C23 P2 3,1,4,5,3,3,2,4,5
32,5,0,1,0,0,1,3,India,3032,C28 P1 1,1,4,5,3,3,2,4,5
32,6,0,1,0,0,1,3,India,3032,C29 P1 9,1,4,5,3,3,2,4,5
32,7,0,1,0,0,1,3,India,3032,C29 P2 10,1,4,5,3,3,2,4,5
32,8,0,1,0,0,1,3,India,3032,C3 P1 11,1,4,5,3,3,2,4,5
32,9,1,1,1,0,1,3,India,3032,C3 P2 21,1,4,5,3,3,2,4,5
32,10,0,1,0,0,1,3,India,3032,C33 P2 3,1,4,5,3,3,2,4,5
32,11,1,1,1,0,1,3,India,3032,C34 P2 6,1,4,5,3,3,2,4,5
32,12,0,1,0,0,1,3,India,3032,C39 P1 17,1,4,5,3,3,2,4,5
32,13,1,1,1,0,1,3,India,3032,C39 P2 10,1,4,5,3,3,2,4,5
32,14,1,1,1,0,1,3,India,3032,C4 P1 16,1,4,5,3,3,2,4,5
32,15,0,1,0,0,1,3,India,3032,C4 P2 9,1,4,5,3,3,2,4,5
32,16,0,1,0,0,1,3,India,3032,C5 P2 5,1,4,5,3,3,2,4,5
32,17,1,1,1,0,1,3,India,3032,C6 P2 10,1,4,5,3,3,2,4,5
32,18,1,1,1,0,1,3,India,3032,C8 P1 29,1,4,5,3,3,2,4,5
32,19,1,0,0,1,1,3,India,3032,L396-1,1,4,5,3,3,2,4,5
32,20,0,0,1,0,1,3,India,3032,L402-2,1,4,5,3,3,2,4,5
32,21,0,0,1,0,1,3,India,3032,L405-2,1,4,5,3,3,2,4,5
32,22,0,0,1,0,1,3,India,3032,L410-2,1,4,5,3,3,2,4,5
32,23,1,0,0,1,1,3,India,3032,L413-1,1,4,5,3,3,2,4,5
32,24,0,0,1,0,1,3,India,3032,L414-2,1,4,5,3,3,2,4,5
32,25,1,0,0,1,1,3,India,3032,L422-2,1,4,5,3,3,2,4,5
32,26,1,0,0,1,1,3,India,3032,L424-1,1,4,5,3,3,2,4,5
32,27,1,0,0,1,1,3,India,3032,L428-1,1,4,5,3,3,2,4,5
32,28,0,0,1,0,1,3,India,3032,L430-1,1,4,5,3,3,2,4,5
32,29,0,0,1,0,1,3,India,3032,L431-1,1,4,5,3,3,2,4,5
32,30,1,0,0,1,1,3,India,3032,L433-1,1,4,5,3,3,2,4,5
32,31,0,0,1,0,1,3,India,3032,L435-1,1,4,5,3,3,2,4,5
32,32,1,0,0,1,1,3,India,3032,L438-1,1,4,5,3,3,2,4,5
32,33,1,0,0,1,1,3,India,3032,L440-1,1,4,5,3,3,2,4,5
32,34,1,0,0,1,1,3,India,3032,L441-1,1,4,5,3,3,2,4,5
32,35,0,0,1,0,1,3,India,3032,L500-1x,1,4,5,3,3,2,4,5
32,36,0,0,1,0,1,3,India,3032,L502-1,1,4,5,3,3,2,4,5
33,1,0,1,0,0,1,3,India,3033,C10 P2 17,1,4,5,3,3,2,4,5
33,2,1,1,1,0,1,3,India,3033,C2 P1 3,1,4,5,3,3,2,4,5
33,3,0,1,0,0,1,3,India,3033,C2 P2 6,1,4,5,3,3,2,4,5
33,4,1,1,1,0,1,3,India,3033,C23 P2 3,1,4,5,3,3,2,4,5
33,5,1,1,1,0,1,3,India,3033,C28 P1 1,1,4,5,3,3,2,4,5
33,6,0,1,0,0,1,3,India,3033,C29 P1 9,1,4,5,3,3,2,4,5
33,7,0,1,0,0,1,3,India,3033,C29 P2 10,1,4,5,3,3,2,4,5
33,8,1,1,1,0,1,3,India,3033,C3 P1 11,1,4,5,3,3,2,4,5
33,9,1,1,1,0,1,3,India,3033,C3 P2 21,1,4,5,3,3,2,4,5
33,10,1,1,1,0,1,3,India,3033,C33 P2 3,1,4,5,3,3,2,4,5
33,11,0,1,0,0,1,3,India,3033,C34 P2 6,1,4,5,3,3,2,4,5
33,12,1,1,1,0,1,3,India,3033,C39 P1 17,1,4,5,3,3,2,4,5
33,13,1,1,1,0,1,3,India,3033,C39 P2 10,1,4,5,3,3,2,4,5
33,14,0,1,0,0,1,3,India,3033,C4 P1 16,1,4,5,3,3,2,4,5
33,15,1,1,1,0,1,3,India,3033,C4 P2 9,1,4,5,3,3,2,4,5
33,16,0,1,0,0,1,3,India,3033,C5 P2 5,1,4,5,3,3,2,4,5
33,17,0,1,0,0,1,3,India,3033,C6 P2 10,1,4,5,3,3,2,4,5
33,18,0,1,0,0,1,3,India,3033,C8 P1 29,1,4,5,3,3,2,4,5
33,19,0,0,1,0,1,3,India,3033,L396-1,1,4,5,3,3,2,4,5
33,20,0,0,1,0,1,3,India,3033,L402-2,1,4,5,3,3,2,4,5
33,21,1,0,0,1,1,3,India,3033,L405-2,1,4,5,3,3,2,4,5
33,22,0,0,1,0,1,3,India,3033,L410-2,1,4,5,3,3,2,4,5
33,23,0,0,1,0,1,3,India,3033,L413-1,1,4,5,3,3,2,4,5
33,24,0,0,1,0,1,3,India,3033,L414-2,1,4,5,3,3,2,4,5
33,25,0,0,1,0,1,3,India,3033,L422-2,1,4,5,3,3,2,4,5
33,26,0,0,1,0,1,3,India,3033,L424-1,1,4,5,3,3,2,4,5
33,27,0,0,1,0,1,3,India,3033,L428-1,1,4,5,3,3,2,4,5
33,28,1,0,0,1,1,3,India,3033,L430-1,1,4,5,3,3,2,4,5
33,29,0,0,1,0,1,3,India,3033,L431-1,1,4,5,3,3,2,4,5
33,30,0,0,1,0,1,3,India,3033,L433-1,1,4,5,3,3,2,4,5
33,31,0,0,1,0,1,3,India,3033,L435-1,1,4,5,3,3,2,4,5
33,32,0,0,1,0,1,3,India,3033,L438-1,1,4,5,3,3,2,4,5
33,33,0,0,1,0,1,3,India,3033,L440-1,1,4,5,3,3,2,4,5
33,34,0,0,1,0,1,3,India,3033,L441-1,1,4,5,3,3,2,4,5
33,35,0,0,1,0,1,3,India,3033,L500-1x,1,4,5,3,3,2,4,5
33,36,1,0,0,1,1,3,India,3033,L502-1,1,4,5,3,3,2,4,5
34,1,0,1,0,0,1,3,India,3034,C10 P2 17,1,4,5,3,3,2,4,5
34,2,1,1,1,0,1,3,India,3034,C2 P1 3,1,4,5,3,3,2,4,5
34,3,0,1,0,0,1,3,India,3034,C2 P2 6,1,4,5,3,3,2,4,5
34,4,1,1,1,0,1,3,India,3034,C23 P2 3,1,4,5,3,3,2,4,5
34,5,1,1,1,0,1,3,India,3034,C28 P1 1,1,4,5,3,3,2,4,5
34,6,1,1,1,0,1,3,India,3034,C29 P1 9,1,4,5,3,3,2,4,5
34,7,1,1,1,0,1,3,India,3034,C29 P2 10,1,4,5,3,3,2,4,5
34,8,1,1,1,0,1,3,India,3034,C3 P1 11,1,4,5,3,3,2,4,5
34,9,1,1,1,0,1,3,India,3034,C3 P2 21,1,4,5,3,3,2,4,5
34,10,1,1,1,0,1,3,India,3034,C33 P2 3,1,4,5,3,3,2,4,5
34,11,0,1,0,0,1,3,India,3034,C34 P2 6,1,4,5,3,3,2,4,5
34,12,0,1,0,0,1,3,India,3034,C39 P1 17,1,4,5,3,3,2,4,5
34,13,1,1,1,0,1,3,India,3034,C39 P2 10,1,4,5,3,3,2,4,5
34,14,0,1,0,0,1,3,India,3034,C4 P1 16,1,4,5,3,3,2,4,5
34,15,1,1,1,0,1,3,India,3034,C4 P2 9,1,4,5,3,3,2,4,5
34,16,1,1,1,0,1,3,India,3034,C5 P2 5,1,4,5,3,3,2,4,5
34,17,0,1,0,0,1,3,India,3034,C6 P2 10,1,4,5,3,3,2,4,5
34,18,0,1,0,0,1,3,India,3034,C8 P1 29,1,4,5,3,3,2,4,5
34,19,0,0,1,0,1,3,India,3034,L396-1,1,4,5,3,3,2,4,5
34,20,1,0,0,1,1,3,India,3034,L402-2,1,4,5,3,3,2,4,5
34,21,1,0,0,1,1,3,India,3034,L405-2,1,4,5,3,3,2,4,5
34,22,1,0,0,1,1,3,India,3034,L410-2,1,4,5,3,3,2,4,5
34,23,0,0,1,0,1,3,India,3034,L413-1,1,4,5,3,3,2,4,5
34,24,0,0,1,0,1,3,India,3034,L414-2,1,4,5,3,3,2,4,5
34,25,0,0,1,0,1,3,India,3034,L422-2,1,4,5,3,3,2,4,5
34,26,1,0,0,1,1,3,India,3034,L424-1,1,4,5,3,3,2,4,5
34,27,1,0,0,1,1,3,India,3034,L428-1,1,4,5,3,3,2,4,5
34,28,1,0,0,1,1,3,India,3034,L430-1,1,4,5,3,3,2,4,5
34,29,1,0,0,1,1,3,India,3034,L431-1,1,4,5,3,3,2,4,5
34,30,0,0,1,0,1,3,India,3034,L433-1,1,4,5,3,3,2,4,5
34,31,1,0,0,1,1,3,India,3034,L435-1,1,4,5,3,3,2,4,5
34,32,0,0,1,0,1,3,India,3034,L438-1,1,4,5,3,3,2,4,5
34,33,0,0,1,0,1,3,India,3034,L440-1,1,4,5,3,3,2,4,5
34,34,0,0,1,0,1,3,India,3034,L441-1,1,4,5,3,3,2,4,5
34,35,0,0,1,0,1,3,India,3034,L500-1x,1,4,5,3,3,2,4,5
34,36,1,0,0,1,1,3,India,3034,L502-1,1,4,5,3,3,2,4,5
1,1,0,1,0,0,0,4,Austria,4001,C10 P2 17,2,4,5,3,3,1,3,4
1,2,1,1,1,0,0,4,Austria,4001,C2 P1 3,2,4,5,3,3,1,3,4
1,3,0,1,0,0,0,4,Austria,4001,C2 P2 6,2,4,5,3,3,1,3,4
1,4,0,1,0,0,0,4,Austria,4001,C23 P2 3,2,4,5,3,3,1,3,4
1,5,1,1,1,0,0,4,Austria,4001,C28 P1 1,2,4,5,3,3,1,3,4
1,6,1,1,1,0,0,4,Austria,4001,C29 P1 9,2,4,5,3,3,1,3,4
1,7,1,1,1,0,0,4,Austria,4001,C29 P2 10,2,4,5,3,3,1,3,4
1,8,1,1,1,0,0,4,Austria,4001,C3 P1 11,2,4,5,3,3,1,3,4
1,9,0,1,0,0,0,4,Austria,4001,C3 P2 21,2,4,5,3,3,1,3,4
1,10,1,1,1,0,0,4,Austria,4001,C33 P2 3,2,4,5,3,3,1,3,4
1,11,1,1,1,0,0,4,Austria,4001,C34 P2 6,2,4,5,3,3,1,3,4
1,12,1,1,1,0,0,4,Austria,4001,C39 P1 17,2,4,5,3,3,1,3,4
1,13,1,1,1,0,0,4,Austria,4001,C39 P2 10,2,4,5,3,3,1,3,4
1,14,0,1,0,0,0,4,Austria,4001,C4 P1 16,2,4,5,3,3,1,3,4
1,15,1,1,1,0,0,4,Austria,4001,C4 P2 9,2,4,5,3,3,1,3,4
1,16,0,1,0,0,0,4,Austria,4001,C5 P2 5,2,4,5,3,3,1,3,4
1,17,0,1,0,0,0,4,Austria,4001,C6 P2 10,2,4,5,3,3,1,3,4
1,18,0,1,0,0,0,4,Austria,4001,C8 P1 29,2,4,5,3,3,1,3,4
1,19,0,0,1,0,0,4,Austria,4001,L396-1,2,4,5,3,3,1,3,4
1,20,0,0,1,0,0,4,Austria,4001,L402-2,2,4,5,3,3,1,3,4
1,21,1,0,0,1,0,4,Austria,4001,L405-2,2,4,5,3,3,1,3,4
1,22,1,0,0,1,0,4,Austria,4001,L410-2,2,4,5,3,3,1,3,4
1,23,0,0,1,0,0,4,Austria,4001,L413-1,2,4,5,3,3,1,3,4
1,24,0,0,1,0,0,4,Austria,4001,L414-2,2,4,5,3,3,1,3,4
1,25,0,0,1,0,0,4,Austria,4001,L422-2,2,4,5,3,3,1,3,4
1,26,0,0,1,0,0,4,Austria,4001,L424-1,2,4,5,3,3,1,3,4
1,27,1,0,0,1,0,4,Austria,4001,L428-1,2,4,5,3,3,1,3,4
1,28,1,0,0,1,0,4,Austria,4001,L430-1,2,4,5,3,3,1,3,4
1,29,1,0,0,1,0,4,Austria,4001,L431-1,2,4,5,3,3,1,3,4
1,30,0,0,1,0,0,4,Austria,4001,L433-1,2,4,5,3,3,1,3,4
1,31,1,0,0,1,0,4,Austria,4001,L435-1,2,4,5,3,3,1,3,4
1,32,0,0,1,0,0,4,Austria,4001,L438-1,2,4,5,3,3,1,3,4
1,33,0,0,1,0,0,4,Austria,4001,L440-1,2,4,5,3,3,1,3,4
1,34,0,0,1,0,0,4,Austria,4001,L441-1,2,4,5,3,3,1,3,4
1,35,0,0,1,0,0,4,Austria,4001,L500-1x,2,4,5,3,3,1,3,4
1,36,0,0,1,0,0,4,Austria,4001,L502-1,2,4,5,3,3,1,3,4
2,1,0,1,0,0,1,4,Austria,4002,C10 P2 17,2,4,5,3,3,1,3,4
2,2,1,1,1,0,1,4,Austria,4002,C2 P1 3,2,4,5,3,3,1,3,4
2,3,0,1,0,0,1,4,Austria,4002,C2 P2 6,2,4,5,3,3,1,3,4
2,4,1,1,1,0,1,4,Austria,4002,C23 P2 3,2,4,5,3,3,1,3,4
2,5,1,1,1,0,1,4,Austria,4002,C28 P1 1,2,4,5,3,3,1,3,4
2,6,0,1,0,0,1,4,Austria,4002,C29 P1 9,2,4,5,3,3,1,3,4
2,7,1,1,1,0,1,4,Austria,4002,C29 P2 10,2,4,5,3,3,1,3,4
2,8,1,1,1,0,1,4,Austria,4002,C3 P1 11,2,4,5,3,3,1,3,4
2,9,0,1,0,0,1,4,Austria,4002,C3 P2 21,2,4,5,3,3,1,3,4
2,10,1,1,1,0,1,4,Austria,4002,C33 P2 3,2,4,5,3,3,1,3,4
2,11,1,1,1,0,1,4,Austria,4002,C34 P2 6,2,4,5,3,3,1,3,4
2,12,0,1,0,0,1,4,Austria,4002,C39 P1 17,2,4,5,3,3,1,3,4
2,13,0,1,0,0,1,4,Austria,4002,C39 P2 10,2,4,5,3,3,1,3,4
2,14,0,1,0,0,1,4,Austria,4002,C4 P1 16,2,4,5,3,3,1,3,4
2,15,1,1,1,0,1,4,Austria,4002,C4 P2 9,2,4,5,3,3,1,3,4
2,16,0,1,0,0,1,4,Austria,4002,C5 P2 5,2,4,5,3,3,1,3,4
2,17,0,1,0,0,1,4,Austria,4002,C6 P2 10,2,4,5,3,3,1,3,4
2,18,0,1,0,0,1,4,Austria,4002,C8 P1 29,2,4,5,3,3,1,3,4
2,19,0,0,1,0,1,4,Austria,4002,L396-1,2,4,5,3,3,1,3,4
2,20,0,0,1,0,1,4,Austria,4002,L402-2,2,4,5,3,3,1,3,4
2,21,0,0,1,0,1,4,Austria,4002,L405-2,2,4,5,3,3,1,3,4
2,22,1,0,0,1,1,4,Austria,4002,L410-2,2,4,5,3,3,1,3,4
2,23,1,0,0,1,1,4,Austria,4002,L413-1,2,4,5,3,3,1,3,4
2,24,0,0,1,0,1,4,Austria,4002,L414-2,2,4,5,3,3,1,3,4
2,25,0,0,1,0,1,4,Austria,4002,L422-2,2,4,5,3,3,1,3,4
2,26,1,0,0,1,1,4,Austria,4002,L424-1,2,4,5,3,3,1,3,4
2,27,1,0,0,1,1,4,Austria,4002,L428-1,2,4,5,3,3,1,3,4
2,28,1,0,0,1,1,4,Austria,4002,L430-1,2,4,5,3,3,1,3,4
2,29,1,0,0,1,1,4,Austria,4002,L431-1,2,4,5,3,3,1,3,4
2,30,1,0,0,1,1,4,Austria,4002,L433-1,2,4,5,3,3,1,3,4
2,31,0,0,1,0,1,4,Austria,4002,L435-1,2,4,5,3,3,1,3,4
2,32,0,0,1,0,1,4,Austria,4002,L438-1,2,4,5,3,3,1,3,4
2,33,0,0,1,0,1,4,Austria,4002,L440-1,2,4,5,3,3,1,3,4
2,34,0,0,1,0,1,4,Austria,4002,L441-1,2,4,5,3,3,1,3,4
2,35,0,0,1,0,1,4,Austria,4002,L500-1x,2,4,5,3,3,1,3,4
2,36,0,0,1,0,1,4,Austria,4002,L502-1,2,4,5,3,3,1,3,4
3,1,1,1,1,0,0,4,Austria,4003,C10 P2 17,2,4,5,3,3,1,3,4
3,2,1,1,1,0,0,4,Austria,4003,C2 P1 3,2,4,5,3,3,1,3,4
3,3,0,1,0,0,0,4,Austria,4003,C2 P2 6,2,4,5,3,3,1,3,4
3,4,1,1,1,0,0,4,Austria,4003,C23 P2 3,2,4,5,3,3,1,3,4
3,5,1,1,1,0,0,4,Austria,4003,C28 P1 1,2,4,5,3,3,1,3,4
3,6,1,1,1,0,0,4,Austria,4003,C29 P1 9,2,4,5,3,3,1,3,4
3,7,1,1,1,0,0,4,Austria,4003,C29 P2 10,2,4,5,3,3,1,3,4
3,8,1,1,1,0,0,4,Austria,4003,C3 P1 11,2,4,5,3,3,1,3,4
3,9,1,1,1,0,0,4,Austria,4003,C3 P2 21,2,4,5,3,3,1,3,4
3,10,1,1,1,0,0,4,Austria,4003,C33 P2 3,2,4,5,3,3,1,3,4
3,11,1,1,1,0,0,4,Austria,4003,C34 P2 6,2,4,5,3,3,1,3,4
3,12,1,1,1,0,0,4,Austria,4003,C39 P1 17,2,4,5,3,3,1,3,4
3,13,1,1,1,0,0,4,Austria,4003,C39 P2 10,2,4,5,3,3,1,3,4
3,14,0,1,0,0,0,4,Austria,4003,C4 P1 16,2,4,5,3,3,1,3,4
3,15,1,1,1,0,0,4,Austria,4003,C4 P2 9,2,4,5,3,3,1,3,4
3,16,1,1,1,0,0,4,Austria,4003,C5 P2 5,2,4,5,3,3,1,3,4
3,17,0,1,0,0,0,4,Austria,4003,C6 P2 10,2,4,5,3,3,1,3,4
3,18,1,1,1,0,0,4,Austria,4003,C8 P1 29,2,4,5,3,3,1,3,4
3,19,1,0,0,1,0,4,Austria,4003,L396-1,2,4,5,3,3,1,3,4
3,20,0,0,1,0,0,4,Austria,4003,L402-2,2,4,5,3,3,1,3,4
3,21,1,0,0,1,0,4,Austria,4003,L405-2,2,4,5,3,3,1,3,4
3,22,1,0,0,1,0,4,Austria,4003,L410-2,2,4,5,3,3,1,3,4
3,23,1,0,0,1,0,4,Austria,4003,L413-1,2,4,5,3,3,1,3,4
3,24,0,0,1,0,0,4,Austria,4003,L414-2,2,4,5,3,3,1,3,4
3,25,0,0,1,0,0,4,Austria,4003,L422-2,2,4,5,3,3,1,3,4
3,26,1,0,0,1,0,4,Austria,4003,L424-1,2,4,5,3,3,1,3,4
3,27,0,0,1,0,0,4,Austria,4003,L428-1,2,4,5,3,3,1,3,4
3,28,1,0,0,1,0,4,Austria,4003,L430-1,2,4,5,3,3,1,3,4
3,29,1,0,0,1,0,4,Austria,4003,L431-1,2,4,5,3,3,1,3,4
3,30,0,0,1,0,0,4,Austria,4003,L433-1,2,4,5,3,3,1,3,4
3,31,0,0,1,0,0,4,Austria,4003,L435-1,2,4,5,3,3,1,3,4
3,32,0,0,1,0,0,4,Austria,4003,L438-1,2,4,5,3,3,1,3,4
3,33,0,0,1,0,0,4,Austria,4003,L440-1,2,4,5,3,3,1,3,4
3,34,1,0,0,1,0,4,Austria,4003,L441-1,2,4,5,3,3,1,3,4
3,35,0,0,1,0,0,4,Austria,4003,L500-1x,2,4,5,3,3,1,3,4
3,36,0,0,1,0,0,4,Austria,4003,L502-1,2,4,5,3,3,1,3,4
4,1,0,1,0,0,1,4,Austria,4004,C10 P2 17,2,4,5,3,3,1,3,4
4,2,1,1,1,0,1,4,Austria,4004,C2 P1 3,2,4,5,3,3,1,3,4
4,3,1,1,1,0,1,4,Austria,4004,C2 P2 6,2,4,5,3,3,1,3,4
4,4,1,1,1,0,1,4,Austria,4004,C23 P2 3,2,4,5,3,3,1,3,4
4,5,0,1,0,0,1,4,Austria,4004,C28 P1 1,2,4,5,3,3,1,3,4
4,6,1,1,1,0,1,4,Austria,4004,C29 P1 9,2,4,5,3,3,1,3,4
4,7,1,1,1,0,1,4,Austria,4004,C29 P2 10,2,4,5,3,3,1,3,4
4,8,1,1,1,0,1,4,Austria,4004,C3 P1 11,2,4,5,3,3,1,3,4
4,9,1,1,1,0,1,4,Austria,4004,C3 P2 21,2,4,5,3,3,1,3,4
4,10,1,1,1,0,1,4,Austria,4004,C33 P2 3,2,4,5,3,3,1,3,4
4,11,1,1,1,0,1,4,Austria,4004,C34 P2 6,2,4,5,3,3,1,3,4
4,12,0,1,0,0,1,4,Austria,4004,C39 P1 17,2,4,5,3,3,1,3,4
4,13,1,1,1,0,1,4,Austria,4004,C39 P2 10,2,4,5,3,3,1,3,4
4,14,1,1,1,0,1,4,Austria,4004,C4 P1 16,2,4,5,3,3,1,3,4
4,15,1,1,1,0,1,4,Austria,4004,C4 P2 9,2,4,5,3,3,1,3,4
4,16,0,1,0,0,1,4,Austria,4004,C5 P2 5,2,4,5,3,3,1,3,4
4,17,0,1,0,0,1,4,Austria,4004,C6 P2 10,2,4,5,3,3,1,3,4
4,18,0,1,0,0,1,4,Austria,4004,C8 P1 29,2,4,5,3,3,1,3,4
4,19,0,0,1,0,1,4,Austria,4004,L396-1,2,4,5,3,3,1,3,4
4,20,0,0,1,0,1,4,Austria,4004,L402-2,2,4,5,3,3,1,3,4
4,21,0,0,1,0,1,4,Austria,4004,L405-2,2,4,5,3,3,1,3,4
4,22,1,0,0,1,1,4,Austria,4004,L410-2,2,4,5,3,3,1,3,4
4,23,1,0,0,1,1,4,Austria,4004,L413-1,2,4,5,3,3,1,3,4
4,24,0,0,1,0,1,4,Austria,4004,L414-2,2,4,5,3,3,1,3,4
4,25,0,0,1,0,1,4,Austria,4004,L422-2,2,4,5,3,3,1,3,4
4,26,0,0,1,0,1,4,Austria,4004,L424-1,2,4,5,3,3,1,3,4
4,27,0,0,1,0,1,4,Austria,4004,L428-1,2,4,5,3,3,1,3,4
4,28,1,0,0,1,1,4,Austria,4004,L430-1,2,4,5,3,3,1,3,4
4,29,1,0,0,1,1,4,Austria,4004,L431-1,2,4,5,3,3,1,3,4
4,30,0,0,1,0,1,4,Austria,4004,L433-1,2,4,5,3,3,1,3,4
4,31,0,0,1,0,1,4,Austria,4004,L435-1,2,4,5,3,3,1,3,4
4,32,0,0,1,0,1,4,Austria,4004,L438-1,2,4,5,3,3,1,3,4
4,33,1,0,0,1,1,4,Austria,4004,L440-1,2,4,5,3,3,1,3,4
4,34,1,0,0,1,1,4,Austria,4004,L441-1,2,4,5,3,3,1,3,4
4,35,1,0,0,1,1,4,Austria,4004,L500-1x,2,4,5,3,3,1,3,4
4,36,0,0,1,0,1,4,Austria,4004,L502-1,2,4,5,3,3,1,3,4
5,1,0,1,0,0,1,4,Austria,4005,C10 P2 17,2,4,5,3,3,1,3,4
5,2,1,1,1,0,1,4,Austria,4005,C2 P1 3,2,4,5,3,3,1,3,4
5,3,1,1,1,0,1,4,Austria,4005,C2 P2 6,2,4,5,3,3,1,3,4
5,4,0,1,0,0,1,4,Austria,4005,C23 P2 3,2,4,5,3,3,1,3,4
5,5,1,1,1,0,1,4,Austria,4005,C28 P1 1,2,4,5,3,3,1,3,4
5,6,1,1,1,0,1,4,Austria,4005,C29 P1 9,2,4,5,3,3,1,3,4
5,7,1,1,1,0,1,4,Austria,4005,C29 P2 10,2,4,5,3,3,1,3,4
5,8,1,1,1,0,1,4,Austria,4005,C3 P1 11,2,4,5,3,3,1,3,4
5,9,1,1,1,0,1,4,Austria,4005,C3 P2 21,2,4,5,3,3,1,3,4
5,10,1,1,1,0,1,4,Austria,4005,C33 P2 3,2,4,5,3,3,1,3,4
5,11,1,1,1,0,1,4,Austria,4005,C34 P2 6,2,4,5,3,3,1,3,4
5,12,1,1,1,0,1,4,Austria,4005,C39 P1 17,2,4,5,3,3,1,3,4
5,13,0,1,0,0,1,4,Austria,4005,C39 P2 10,2,4,5,3,3,1,3,4
5,14,0,1,0,0,1,4,Austria,4005,C4 P1 16,2,4,5,3,3,1,3,4
5,15,1,1,1,0,1,4,Austria,4005,C4 P2 9,2,4,5,3,3,1,3,4
5,16,1,1,1,0,1,4,Austria,4005,C5 P2 5,2,4,5,3,3,1,3,4
5,17,0,1,0,0,1,4,Austria,4005,C6 P2 10,2,4,5,3,3,1,3,4
5,18,0,1,0,0,1,4,Austria,4005,C8 P1 29,2,4,5,3,3,1,3,4
5,19,0,0,1,0,1,4,Austria,4005,L396-1,2,4,5,3,3,1,3,4
5,20,0,0,1,0,1,4,Austria,4005,L402-2,2,4,5,3,3,1,3,4
5,21,1,0,0,1,1,4,Austria,4005,L405-2,2,4,5,3,3,1,3,4
5,22,1,0,0,1,1,4,Austria,4005,L410-2,2,4,5,3,3,1,3,4
5,23,1,0,0,1,1,4,Austria,4005,L413-1,2,4,5,3,3,1,3,4
5,24,0,0,1,0,1,4,Austria,4005,L414-2,2,4,5,3,3,1,3,4
5,25,0,0,1,0,1,4,Austria,4005,L422-2,2,4,5,3,3,1,3,4
5,26,0,0,1,0,1,4,Austria,4005,L424-1,2,4,5,3,3,1,3,4
5,27,1,0,0,1,1,4,Austria,4005,L428-1,2,4,5,3,3,1,3,4
5,28,0,0,1,0,1,4,Austria,4005,L430-1,2,4,5,3,3,1,3,4
5,29,1,0,0,1,1,4,Austria,4005,L431-1,2,4,5,3,3,1,3,4
5,30,0,0,1,0,1,4,Austria,4005,L433-1,2,4,5,3,3,1,3,4
5,31,0,0,1,0,1,4,Austria,4005,L435-1,2,4,5,3,3,1,3,4
5,32,0,0,1,0,1,4,Austria,4005,L438-1,2,4,5,3,3,1,3,4
5,33,0,0,1,0,1,4,Austria,4005,L440-1,2,4,5,3,3,1,3,4
5,34,1,0,0,1,1,4,Austria,4005,L441-1,2,4,5,3,3,1,3,4
5,35,0,0,1,0,1,4,Austria,4005,L500-1x,2,4,5,3,3,1,3,4
5,36,1,0,0,1,1,4,Austria,4005,L502-1,2,4,5,3,3,1,3,4
6,1,1,1,1,0,1,4,Austria,4006,C10 P2 17,2,4,5,3,3,1,3,4
6,2,1,1,1,0,1,4,Austria,4006,C2 P1 3,2,4,5,3,3,1,3,4
6,3,1,1,1,0,1,4,Austria,4006,C2 P2 6,2,4,5,3,3,1,3,4
6,4,1,1,1,0,1,4,Austria,4006,C23 P2 3,2,4,5,3,3,1,3,4
6,5,1,1,1,0,1,4,Austria,4006,C28 P1 1,2,4,5,3,3,1,3,4
6,6,1,1,1,0,1,4,Austria,4006,C29 P1 9,2,4,5,3,3,1,3,4
6,7,1,1,1,0,1,4,Austria,4006,C29 P2 10,2,4,5,3,3,1,3,4
6,8,1,1,1,0,1,4,Austria,4006,C3 P1 11,2,4,5,3,3,1,3,4
6,9,1,1,1,0,1,4,Austria,4006,C3 P2 21,2,4,5,3,3,1,3,4
6,10,1,1,1,0,1,4,Austria,4006,C33 P2 3,2,4,5,3,3,1,3,4
6,11,1,1,1,0,1,4,Austria,4006,C34 P2 6,2,4,5,3,3,1,3,4
6,12,0,1,0,0,1,4,Austria,4006,C39 P1 17,2,4,5,3,3,1,3,4
6,13,0,1,0,0,1,4,Austria,4006,C39 P2 10,2,4,5,3,3,1,3,4
6,14,0,1,0,0,1,4,Austria,4006,C4 P1 16,2,4,5,3,3,1,3,4
6,15,1,1,1,0,1,4,Austria,4006,C4 P2 9,2,4,5,3,3,1,3,4
6,16,1,1,1,0,1,4,Austria,4006,C5 P2 5,2,4,5,3,3,1,3,4
6,17,0,1,0,0,1,4,Austria,4006,C6 P2 10,2,4,5,3,3,1,3,4
6,18,0,1,0,0,1,4,Austria,4006,C8 P1 29,2,4,5,3,3,1,3,4
6,19,0,0,1,0,1,4,Austria,4006,L396-1,2,4,5,3,3,1,3,4
6,20,0,0,1,0,1,4,Austria,4006,L402-2,2,4,5,3,3,1,3,4
