subject,hit_rate,country
5049,0.5833333333333334,South Africa/Zulu
5050,0.5555555555555556,South Africa/Zulu
5051,0.7222222222222222,South Africa/Zulu
5052,0.6666666666666666,South Africa/Zulu
5053,0.5833333333333334,South Africa/Zulu
5054,0.5277777777777778,South Africa/Zulu
5055,0.6388888888888888,South Africa/Zulu
5056,0.6388888888888888,South Africa/Zulu
5057,0.5833333333333334,South Africa/Zulu
5058,0.6111111111111112,South Africa/Zulu
5059,0.6111111111111112,South Africa/Zulu
5060,0.5277777777777778,South Africa/Zulu
5061,0.6666666666666666,South Africa/Zulu
5062,0.6944444444444444,South Africa/Zulu
5063,0.7222222222222222,South Africa/Zulu
5064,0.5555555555555556,South Africa/Zulu
5065,0.5833333333333334,South Africa/Zulu
5066,0.5,South Africa/Zulu
5067,0.5833333333333334,South Africa/Zulu
5068,0.6111111111111112,South Africa/Zulu
5069,0.6666666666666666,South Africa/Zulu
5070,0.4722222222222222,South Africa/Zulu
5071,0.6388888888888888,South Africa/Zulu
5072,0.6111111111111112,South Africa/Zulu
5073,0.5555555555555556,South Africa/Zulu
5074,0.5277777777777778,South Africa/Zulu
5075,0.5833333333333334,South Africa/Zulu
5076,0.5555555555555556,South Africa/Zulu
5077,0.6388888888888888,South Africa/Zulu
5078,0.5555555555555556,South Africa/Zulu
5079,0.5277777777777778,South Africa/Zulu
5080,0.6111111111111112,South Africa/Zulu
5081,0.5277777777777778,South Africa/Zulu
5082,0.6666666666666666,South Africa/Zulu
5083,0.5833333333333334,South Africa/Zulu
5084,0.4722222222222222,South Africa/Zulu
5085,0.6111111111111112,South Africa/Zulu
5086,0.6944444444444444,South Africa/Zulu
5087,0.5555555555555556,South Africa/Zulu
5088,0.6388888888888888,South Africa/Zulu
5089,0.6388888888888888,South Africa/Zulu
5090,0.75,South Africa/Zulu
5091,0.5833333333333334,South Africa/Zulu
5092,0.7222222222222222,South Africa/Zulu
5093,0.5833333333333334,South Africa/Zulu
5094,0.5,South Africa/Zulu
5095,0.6111111111111112,South Africa/Zulu
5096,0.5833333333333334,South Africa/Zulu
5097,0.6111111111111112,South Africa/Zulu
5098,0.5833333333333334,South Africa/Zulu
5099,0.5833333333333334,South Africa/Zulu
5100,0.5833333333333334,South Africa/Zulu
6001,0.5833333333333334,Peru (Rural)
6002,0.5833333333333334,Peru (Rural)
6003,0.6944444444444444,Peru (Rural)
6004,0.6111111111111112,Peru (Rural)
6005,0.6111111111111112,Peru (Rural)
6006,0.5833333333333334,Peru (Rural)
6007,0.6388888888888888,Peru (Rural)
6008,0.6666666666666666,Peru (Rural)
6009,0.5555555555555556,Peru (Rural)
6010,0.6111111111111112,Peru (Rural)
6011,0.6111111111111112,Peru (Rural)
6012,0.6944444444444444,Peru (Rural)
6013,0.5833333333333334,Peru (Rural)
6014,0.5,Peru (Rural)
6015,0.5277777777777778,Peru (Rural)
6016,0.5555555555555556,Peru (Rural)
6017,0.6944444444444444,Peru (Rural)
6018,0.6111111111111112,Peru (Rural)
6019,0.6666666666666666,Peru (Rural)
6020,0.7222222222222222,Peru (Rural)
6021,0.6666666666666666,Peru (Rural)
6022,0.5833333333333334,Peru (Rural)
6023,0.6666666666666666,Peru (Rural)
6024,0.5833333333333334,Peru (Rural)
6025,0.6388888888888888,Peru (Rural)
6026,0.5,Peru (Rural)
6027,0.6111111111111112,Peru (Rural)
6028,0.6111111111111112,Peru (Rural)
6029,0.6111111111111112,Peru (Rural)
6030,0.5555555555555556,Peru (Rural)
6031,0.5,Peru (Rural)
7001,0.6388888888888888,Peru (Urban)
7002,0.5277777777777778,Peru (Urban)
7003,0.6388888888888888,Peru (Urban)
7004,0.6666666666666666,Peru (Urban)
7005,0.6388888888888888,Peru (Urban)
7006,0.7222222222222222,Peru (Urban)
7007,0.6666666666666666,Peru (Urban)
7008,0.5277777777777778,Peru (Urban)
7009,0.6944444444444444,Peru (Urban)
7010,0.75,Peru (Urban)
7011,0.7777777777777778,Peru (Urban)
7012,0.6666666666666666,Peru (Urban)
7013,0.4166666666666667,Peru (Urban)
7014,0.6111111111111112,Peru (Urban)
7015,0.7777777777777778,Peru (Urban)
7016,0.6111111111111112,Peru (Urban)
7017,0.7222222222222222,Peru (Urban)
7018,0.6111111111111112,Peru (Urban)
7019,0.6388888888888888,Peru (Urban)
7020,0.6111111111111112,Peru (Urban)
7021,0.6111111111111112,Peru (Urban)
7022,0.6388888888888888,Peru (Urban)
7023,0.6666666666666666,Peru (Urban)
7024,0.6111111111111112,Peru (Urban)
7025,0.6111111111111112,Peru (Urban)
7026,0.75,Peru (Urban)
7027,0.7222222222222222,Peru (Urban)
7028,0.6944444444444444,Peru (Urban)
7029,0.75,Peru (Urban)
7030,0.6388888888888888,Peru (Urban)
8001,0.6666666666666666,USA
8002,0.7222222222222222,USA
8003,0.6388888888888888,USA
8004,0.6388888888888888,USA
8005,0.6666666666666666,USA
8006,0.6666666666666666,USA
8007,0.7222222222222222,USA
8008,0.5833333333333334,USA
8009,0.7222222222222222,USA
8010,0.6944444444444444,USA
8011,0.5555555555555556,USA
8012,0.7777777777777778,USA
8013,0.5833333333333334,USA
8014,0.6666666666666666,USA
8015,0.5555555555555556,USA
8016,0.6944444444444444,USA
8017,0.6111111111111112,USA
8018,0.6944444444444444,USA
8019,0.6388888888888888,USA
8020,0.6666666666666666,USA
8021,0.75,USA
8022,0.6666666666666666,USA
8023,0.7777777777777778,USA
8024,0.7777777777777778,USA
8025,0.5555555555555556,USA
8026,0.6666666666666666,USA
8027,0.6111111111111112,USA
8028,0.6944444444444444,USA
8029,0.6388888888888888,USA
8030,0.8055555555555556,USA
8031,0.6666666666666666,USA
8032,0.6666666666666666,USA
8033,0.5555555555555556,USA
8034,0.5833333333333334,USA
8035,0.6111111111111112,USA
8036,0.7222222222222222,USA
8037,0.6388888888888888,USA
8038,0.6666666666666666,USA
8039,0.6666666666666666,USA
8040,0.6944444444444444,USA
8041,0.6111111111111112,USA
8042,0.7222222222222222,USA
8043,0.6944444444444444,USA
8044,0.75,USA
8045,0.75,USA
8046,0.8055555555555556,USA
8047,0.6666666666666666,USA
8048,0.75,USA
9001,0.6666666666666666,China
9002,0.6666666666666666,China
9003,0.4444444444444444,China
9004,0.4722222222222222,China
9005,0.6666666666666666,China
9006,0.7777777777777778,China
9007,0.6944444444444444,China
9008,0.5555555555555556,China
9009,0.8333333333333334,China
9010,0.5,China
9011,0.4166666666666667,China
9012,0.6111111111111112,China
9013,0.6111111111111112,China
9014,0.5555555555555556,China
9015,0.7222222222222222,China
9016,0.5833333333333334,China
9017,0.7222222222222222,China
9018,0.6944444444444444,China
9019,0.6666666666666666,China
9020,0.6944444444444444,China
9021,0.75,China
9022,0.5277777777777778,China
9023,0.6388888888888888,China
9024,0.6388888888888888,China
9025,0.6111111111111112,China
9026,0.6388888888888888,China
9027,0.7222222222222222,China
9028,0.6666666666666666,China
9029,0.7777777777777778,China
9030,0.6666666666666666,China
9031,0.8055555555555556,China
9032,0.6111111111111112,China
9033,0.6388888888888888,China
10001,0.6111111111111112,Indonesia
10002,0.6666666666666666,Indonesia
10003,0.6666666666666666,Indonesia
10004,0.7222222222222222,Indonesia
10005,0.4722222222222222,Indonesia
10006,0.6111111111111112,Indonesia
10007,0.7222222222222222,Indonesia
10008,0.5555555555555556,Indonesia
10009,0.75,Indonesia
10010,0.6388888888888888,Indonesia
10011,0.5277777777777778,Indonesia
10012,0.5555555555555556,Indonesia
10013,0.6388888888888888,Indonesia
10014,0.5833333333333334,Indonesia
10015,0.6944444444444444,Indonesia
10016,0.6111111111111112,Indonesia
10017,0.7222222222222222,Indonesia
10018,0.6111111111111112,Indonesia
10019,0.7222222222222222,Indonesia
10020,0.6388888888888888,Indonesia
10021,0.7222222222222222,Indonesia
10022,0.6944444444444444,Indonesia
10023,0.6388888888888888,Indonesia
10024,0.7777777777777778,Indonesia
10025,0.6944444444444444,Indonesia
10026,0.6388888888888888,Indonesia
10027,0.75,Indonesia
10028,0.6111111111111112,Indonesia
10029,0.6666666666666666,Indonesia
10030,0.6666666666666666,Indonesia
10031,0.6388888888888888,Indonesia
10032,0.5555555555555556,Indonesia
10033,0.6388888888888888,Indonesia
10034,0.4444444444444444,Indonesia
10035,0.6388888888888888,Indonesia
10036,0.7222222222222222,Indonesia
10037,0.4444444444444444,Indonesia
10038,0.6666666666666666,Indonesia
10039,0.6666666666666666,Indonesia
11001,0.6388888888888888,Ecuador/Shuar
11002,0.5833333333333334,Ecuador/Shuar
11003,0.5,Ecuador/Shuar
11004,0.6944444444444444,Ecuador/Shuar
11005,0.5555555555555556,Ecuador/Shuar
11006,0.6111111111111112,Ecuador/Shuar
11007,0.6944444444444444,Ecuador/Shuar
11008,0.6388888888888888,Ecuador/Shuar
11009,0.5,Ecuador/Shuar
11010,0.5833333333333334,Ecuador/Shuar
11011,0.5,Ecuador/Shuar
11012,0.4444444444444444,Ecuador/Shuar
11013,0.5833333333333334,Ecuador/Shuar
11014,0.4722222222222222,Ecuador/Shuar
11015,0.5555555555555556,Ecuador/Shuar
11016,0.6111111111111112,Ecuador/Shuar
11017,0.6111111111111112,Ecuador/Shuar
11018,0.4722222222222222,Ecuador/Shuar
11019,0.4722222222222222,Ecuador/Shuar
11020,0.6111111111111112,Ecuador/Shuar
11021,0.5555555555555556,Ecuador/Shuar
11022,0.3888888888888889,Ecuador/Shuar
11023,0.5,Ecuador/Shuar
11024,0.5555555555555556,Ecuador/Shuar
11025,0.5555555555555556,Ecuador/Shuar
11026,0.5555555555555556,Ecuador/Shuar
11027,0.5277777777777778,Ecuador/Shuar
11028,0.6111111111111112,Ecuador/Shuar
11029,0.5277777777777778,Ecuador/Shuar
11030,0.5,Ecuador/Shuar
11031,0.7777777777777778,Ecuador/Shuar
11032,0.6111111111111112,Ecuador/Shuar
11033,0.7222222222222222,Ecuador/Shuar
12001,0.75,Iran
12002,0.7222222222222222,Iran
12003,0.6944444444444444,Iran
12004,0.5277777777777778,Iran
12005,0.6388888888888888,Iran
12006,0.6944444444444444,Iran
12007,0.4722222222222222,Iran
12009,0.75,Iran
12010,0.5833333333333334,Iran
12011,0.6111111111111112,Iran
12012,0.6388888888888888,Iran
12013,0.7777777777777778,Iran
12014,0.6388888888888888,Iran
12015,0.6944444444444444,Iran
12016,0.6111111111111112,Iran
12017,0.5833333333333334,Iran
12018,0.6666666666666666,Iran
12020,0.3055555555555556,Iran
12021,0.6944444444444444,Iran
12022,0.6944444444444444,Iran
12023,0.4444444444444444,Iran
12024,0.6388888888888888,Iran
12025,0.5277777777777778,Iran
12026,0.6111111111111112,Iran
12027,0.7222222222222222,Iran
12028,0.6666666666666666,Iran
12029,0.5833333333333334,Iran
12030,0.6944444444444444,Iran
12031,0.6111111111111112,Iran
12032,0.5833333333333334,Iran
12033,0.6388888888888888,Iran
12034,0.6666666666666666,Iran
12035,0.6944444444444444,Iran
12036,0.75,Iran
12037,0.6388888888888888,Iran
12038,0.6666666666666666,Iran
12039,0.6666666666666666,Iran
12040,0.5555555555555556,Iran
12041,0.6111111111111112,Iran
13001,0.7777777777777778,Korea
13002,0.6666666666666666,Korea
13003,0.6944444444444444,Korea
13004,0.75,Korea
13005,0.7222222222222222,Korea
13006,0.75,Korea
13007,0.6666666666666666,Korea
13008,0.6666666666666666,Korea
13009,0.6666666666666666,Korea
13010,0.6944444444444444,Korea
13011,0.6666666666666666,Korea
13012,0.7222222222222222,Korea
13013,0.6666666666666666,Korea
13014,0.6666666666666666,Korea
13015,0.6944444444444444,Korea
13016,0.6666666666666666,Korea
13017,0.7777777777777778,Korea
13018,0.6944444444444444,Korea
13019,0.6666666666666666,Korea
13020,0.5833333333333334,Korea
13021,0.6111111111111112,Korea
13022,0.7222222222222222,Korea
13023,0.5555555555555556,Korea
13024,0.5833333333333334,Korea
13025,0.6944444444444444,Korea
13026,0.6111111111111112,Korea
13027,0.6666666666666666,Korea
13028,0.75,Korea
13029,0.6388888888888888,Korea
13030,0.75,Korea
13031,0.5833333333333334,Korea
13032,0.6111111111111112,Korea
13033,0.6388888888888888,Korea
13034,0.8333333333333334,Korea
13035,0.7222222222222222,Korea
13036,0.7222222222222222,Korea
13037,0.6944444444444444,Korea
13038,0.6666666666666666,Korea
13039,0.6944444444444444,Korea
13040,0.6666666666666666,Korea
13041,0.6388888888888888,Korea
13042,0.6111111111111112,Korea
13043,0.75,Korea
13044,0.6666666666666666,Korea
13045,0.6666666666666666,Korea
13046,0.6111111111111112,Korea
13047,0.6944444444444444,Korea
13048,0.6388888888888888,Korea
13049,0.75,Korea
13050,0.6944444444444444,Korea
13051,0.75,Korea
13052,0.6944444444444444,Korea
13053,0.5277777777777778,Korea
13054,0.7777777777777778,Korea
13055,0.75,Korea
13056,0.75,Korea
13057,0.6944444444444444,Korea
13058,0.7222222222222222,Korea
14001,0.6388888888888888,Japan
14002,0.75,Japan
14003,0.6111111111111112,Japan
14004,0.7222222222222222,Japan
14005,0.6111111111111112,Japan
14006,0.6666666666666666,Japan
14007,0.7777777777777778,Japan
14008,0.6666666666666666,Japan
14009,0.8611111111111112,Japan
14010,0.6666666666666666,Japan
14011,0.6666666666666666,Japan
14012,0.6388888888888888,Japan
14013,0.6111111111111112,Japan
14014,0.6666666666666666,Japan
14015,0.6944444444444444,Japan
14016,0.6944444444444444,Japan
14017,0.6944444444444444,Japan
14018,0.6666666666666666,Japan
14019,0.6666666666666666,Japan
14020,0.7222222222222222,Japan
14021,0.7777777777777778,Japan
14022,0.7777777777777778,Japan
14023,0.75,Japan
14024,0.5277777777777778,Japan
14025,0.7222222222222222,Japan
14026,0.75,Japan
14027,0.7777777777777778,Japan
14028,0.6944444444444444,Japan
14029,0.7222222222222222,Japan
14030,0.6944444444444444,Japan
14031,0.7777777777777778,Japan
14032,0.5833333333333334,Japan
14033,0.6388888888888888,Japan
14034,0.5555555555555556,Japan
14035,0.6666666666666666,Japan
14036,0.6666666666666666,Japan
14037,0.6666666666666666,Japan
14038,0.6944444444444444,Japan
14039,0.8611111111111112,Japan
14040,0.7222222222222222,Japan
14041,0.6388888888888888,Japan
14042,0.3888888888888889,Japan
14043,0.6111111111111112,Japan
14044,0.6944444444444444,Japan
14045,0.7222222222222222,Japan
14046,0.6944444444444444,Japan
14047,0.6944444444444444,Japan
14048,0.75,Japan
14049,0.6388888888888888,Japan
14050,0.7222222222222222,Japan
14051,0.6111111111111112,Japan
14052,0.7222222222222222,Japan
14053,0.6944444444444444,Japan
14054,0.6944444444444444,Japan
14055,0.6666666666666666,Japan
14056,0.8055555555555556,Japan
14057,0.6111111111111112,Japan
15001,0.6944444444444444,Netherlands
15002,0.6111111111111112,Netherlands
15003,0.75,Netherlands
15004,0.6666666666666666,Netherlands
15005,0.6388888888888888,Netherlands
15006,0.8333333333333334,Netherlands
15007,0.6944444444444444,Netherlands
15008,0.75,Netherlands
15009,0.6944444444444444,Netherlands
15010,0.7222222222222222,Netherlands
15011,0.5833333333333334,Netherlands
15012,0.6388888888888888,Netherlands
15013,0.75,Netherlands
15014,0.5555555555555556,Netherlands
15015,0.75,Netherlands
15016,0.7222222222222222,Netherlands
15017,0.6666666666666666,Netherlands
15018,0.6111111111111112,Netherlands
15019,0.7222222222222222,Netherlands
15020,0.6388888888888888,Netherlands
15021,0.8055555555555556,Netherlands
15022,0.6388888888888888,Netherlands
15023,0.8055555555555556,Netherlands
15024,0.6666666666666666,Netherlands
15025,0.5833333333333334,Netherlands
15026,0.5277777777777778,Netherlands
15027,0.6944444444444444,Netherlands
15028,0.6944444444444444,Netherlands
15029,0.6111111111111112,Netherlands
15030,0.6666666666666666,Netherlands
15031,0.6666666666666666,Netherlands
15032,0.6111111111111112,Netherlands
15033,0.6944444444444444,Netherlands
15034,0.6388888888888888,Netherlands
15035,0.8333333333333334,Netherlands
15036,0.6388888888888888,Netherlands
15037,0.6111111111111112,Netherlands
15038,0.6111111111111112,Netherlands
15039,0.8055555555555556,Netherlands
15040,0.6944444444444444,Netherlands
15041,0.7222222222222222,Netherlands
15042,0.5555555555555556,Netherlands
15043,0.6666666666666666,Netherlands
16001,0.7222222222222222,Slovakia
16002,0.6944444444444444,Slovakia
16003,0.8055555555555556,Slovakia
16004,0.6944444444444444,Slovakia
16005,0.5833333333333334,Slovakia
16006,0.7777777777777778,Slovakia
16007,0.7222222222222222,Slovakia
16008,0.5,Slovakia
16009,0.6944444444444444,Slovakia
16010,0.6666666666666666,Slovakia
16011,0.5277777777777778,Slovakia
16012,0.6666666666666666,Slovakia
16013,0.6111111111111112,Slovakia
16014,0.6666666666666666,Slovakia
16015,0.6666666666666666,Slovakia
16016,0.6944444444444444,Slovakia
16017,0.5833333333333334,Slovakia
16018,0.75,Slovakia
16019,0.6388888888888888,Slovakia
16020,0.5833333333333334,Slovakia
16021,0.5833333333333334,Slovakia
16022,0.6944444444444444,Slovakia
16023,0.6666666666666666,Slovakia
16024,0.5,Slovakia
16025,0.5555555555555556,Slovakia
16026,0.7222222222222222,Slovakia
16027,0.6666666666666666,Slovakia
16028,0.6111111111111112,Slovakia
16029,0.6388888888888888,Slovakia
16030,0.5555555555555556,Slovakia
16031,0.4722222222222222,Slovakia
16032,0.75,Slovakia
16033,0.5555555555555556,Slovakia
16034,0.7777777777777778,Slovakia
16035,0.6388888888888888,Slovakia
16036,0.5277777777777778,Slovakia
16037,0.6111111111111112,Slovakia
16038,0.6388888888888888,Slovakia
16039,0.7222222222222222,Slovakia
16040,0.6666666666666666,Slovakia
16041,0.6388888888888888,Slovakia
16042,0.6666666666666666,Slovakia
16043,0.4444444444444444,Slovakia
16044,0.6388888888888888,Slovakia
16045,0.75,Slovakia
16046,0.5,Slovakia
16047,0.6388888888888888,Slovakia
16048,0.6111111111111112,Slovakia
16049,0.5555555555555556,Slovakia
16050,0.5833333333333334,Slovakia
16051,0.5555555555555556,Slovakia
16052,0.5555555555555556,Slovakia
16053,0.7777777777777778,Slovakia
16054,0.6388888888888888,Slovakia
16055,0.6666666666666666,Slovakia
16056,0.5277777777777778,Slovakia
16057,0.6388888888888888,Slovakia
16058,0.6388888888888888,Slovakia
16059,0.6388888888888888,Slovakia
16060,0.5833333333333334,Slovakia
16061,0.7222222222222222,Slovakia
16062,0.5833333333333334,Slovakia
16063,0.75,Slovakia
16064,0.6388888888888888,Slovakia
16065,0.6388888888888888,Slovakia
16066,0.75,Slovakia
16067,0.6666666666666666,Slovakia
16068,0.6388888888888888,Slovakia
16069,0.7222222222222222,Slovakia
16070,0.5555555555555556,Slovakia
16071,0.7222222222222222,Slovakia
17001,0.6388888888888888,Turkey
17002,0.5555555555555556,Turkey
17003,0.8055555555555556,Turkey
17004,0.6388888888888888,Turkey
17005,0.6388888888888888,Turkey
17006,0.5277777777777778,Turkey
17007,0.7222222222222222,Turkey
17008,0.6944444444444444,Turkey
17009,0.7777777777777778,Turkey
17010,0.6944444444444444,Turkey
17011,0.6944444444444444,Turkey
17012,0.6111111111111112,Turkey
17013,0.6944444444444444,Turkey
17014,0.5555555555555556,Turkey
17015,0.6666666666666666,Turkey
17016,0.7222222222222222,Turkey
17017,0.7777777777777778,Turkey
17018,0.6666666666666666,Turkey
17019,0.6388888888888888,Turkey
17020,0.7222222222222222,Turkey
17021,0.5833333333333334,Turkey
17022,0.5555555555555556,Turkey
17023,0.7222222222222222,Turkey
17024,0.6944444444444444,Turkey
17025,0.6944444444444444,Turkey
17026,0.6944444444444444,Turkey
17027,0.75,Turkey
17028,0.6111111111111112,Turkey
17029,0.7777777777777778,Turkey
18001,0.5,Samoa
18002,0.5833333333333334,Samoa
18003,0.5833333333333334,Samoa
18004,0.6111111111111112,Samoa
18005,0.5555555555555556,Samoa
18006,0.6111111111111112,Samoa
18007,0.4722222222222222,Samoa
18008,0.5555555555555556,Samoa
18009,0.5555555555555556,Samoa
18010,0.3888888888888889,Samoa
18011,0.5833333333333334,Samoa
18012,0.5277777777777778,Samoa
18013,0.4444444444444444,Samoa
18014,0.6111111111111112,Samoa
18015,0.4444444444444444,Samoa
18016,0.5,Samoa
18017,0.5,Samoa
18018,0.5833333333333334,Samoa
18019,0.6666666666666666,Samoa
18020,0.75,Samoa
18021,0.5277777777777778,Samoa
18022,0.5,Samoa
18023,0.4722222222222222,Samoa
18024,0.6388888888888888,Samoa
18025,0.5833333333333334,Samoa
18026,0.5833333333333334,Samoa
18027,0.5277777777777778,Samoa
18028,0.5833333333333334,Samoa
18029,0.5833333333333334,Samoa
18030,0.6388888888888888,Samoa
18031,0.6111111111111112,Samoa
18032,0.5277777777777778,Samoa
18033,0.7222222222222222,Samoa
18034,0.5555555555555556,Samoa
18035,0.4722222222222222,Samoa
18036,0.5277777777777778,Samoa
18037,0.5555555555555556,Samoa
18038,0.5277777777777778,Samoa
18039,0.5277777777777778,Samoa
18040,0.6111111111111112,Samoa
18041,0.6111111111111112,Samoa
18042,0.6944444444444444,Samoa
19001,0.5555555555555556,Qatar
19002,0.6388888888888888,Qatar
19003,0.6388888888888888,Qatar
19004,0.6111111111111112,Qatar
19005,0.75,Qatar
19006,0.75,Qatar
19007,0.75,Qatar
19008,0.7222222222222222,Qatar
19009,0.5555555555555556,Qatar
19010,0.6666666666666666,Qatar
19011,0.7222222222222222,Qatar
19012,0.6944444444444444,Qatar
19013,0.5833333333333334,Qatar
19014,0.6666666666666666,Qatar
19015,0.5555555555555556,Qatar
19016,0.6388888888888888,Qatar
19017,0.6388888888888888,Qatar
